p6.2.a.txt;464211;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;LOW;100;0.9;0.9;5;0;True;7.5;2;0;0.19188880920410156;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;173772;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;LOW;100;0.9;0.9;5;0;True;7.5;2;0;0.19559121131896973;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;896129;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;LOW;100;0.9;0.9;5;0;True;7.5;2;0;0.19736719131469727;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;464211;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;7.5;2;0;0.19825291633605957;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;173772;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;7.5;2;0;0.19450831413269043;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;896129;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;7.5;2;0;0.19513249397277832;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;464211;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGH;100;0.9;0.9;5;0;True;7.5;2;0;0.19913983345031738;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;173772;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGH;100;0.9;0.9;5;0;True;7.5;2;0;0.19533514976501465;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;896129;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGH;100;0.9;0.9;5;0;True;7.5;2;0;0.19687414169311523;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;464211;100;1;CONSTRUCTIVE_STATIC;GRASP;LOW;100;0.9;0.9;5;0;True;7.5;2;0;0.2068028450012207;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;173772;100;1;CONSTRUCTIVE_STATIC;GRASP;LOW;100;0.9;0.9;5;0;True;7.5;2;0;0.2040090560913086;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;896129;100;1;CONSTRUCTIVE_STATIC;GRASP;LOW;100;0.9;0.9;5;0;True;7.5;2;0;0.204179048538208;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;464211;100;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;7.5;2;0;0.20392727851867676;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;173772;100;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;7.5;2;0;0.2026212215423584;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;896129;100;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;7.5;2;0;0.20339107513427734;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;464211;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGH;100;0.9;0.9;5;0;True;7.5;2;0;0.2022533416748047;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;173772;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGH;100;0.9;0.9;5;0;True;7.5;2;0;0.20414447784423828;0.0;0.0;0.0;0;0;0;0
p6.2.a.txt;896129;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGH;100;0.9;0.9;5;0;True;7.5;2;0;0.45755720138549805;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;464211;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;LOW;100;0.9;0.9;5;0;True;10.0;2;0;0.3218827247619629;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;173772;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;LOW;100;0.9;0.9;5;0;True;10.0;2;0;0.46242260932922363;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;896129;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;LOW;100;0.9;0.9;5;0;True;10.0;2;0;0.4481987953186035;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;464211;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;10.0;2;0;0.44745659828186035;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;173772;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;10.0;2;0;0.32578396797180176;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;896129;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUM;100;0.9;0.9;5;0;True;10.0;2;0;0.44893693923950195;0.0;0.0;0.0;0;0;0;0
p6.2.b.txt;464211;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGH;100;0.9;0.9;5;0;True;10.0;2;0;0.4494211673736572;0.0;0.0;0.0;0;0;0;0
