# instance seed max_iter_dynamic    max_time    algorithm   selected_random_node    beta    max_iter_random alpha   percentage  n_type_nodes    max_dist    max_vehicles    time    mean_of mean_dynamic_of
Set_102_234\p7.2.t.txt;25234621;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.5;5;0.7;200.0;2;9.318025827407837;758.92;410.59
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.5;5;0.7;200.0;2;9.084062814712524;690.8;407.66
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.5;5;0.7;200.0;2;9.08513593673706;696.6;395.05
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.5;5;0.7;200.0;2;9.30026388168335;763.11;406.14
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.9;0.5;5;0.8;200.0;2;2.279874086380005;872.0;432.74
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.2;5;0.7;200.0;2;3.754915952682495;641.02;403.41
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.2;5;0.7;200.0;2;3.8601040840148926;673.5;392.02
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.2;5;0.7;200.0;2;3.9148447513580322;734.74;385.24
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.9;0.2;5;0.8;200.0;2;1.660067081451416;928.0;441.09
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;10.319138288497925;624.67;382.44
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;200.0;2;10.532887697219849;708.2;407.49
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;200.0;2;11.108559846878052;781.25;415.55
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.9;0.9;5;0.8;200.0;2;2.462808609008789;889.0;461.79
Set_102_234\p7.2.t.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;109.60855650901794;652.888;397.559
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;10.235694885253906;584.33;355.25
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;200.0;2;11.111831903457642;691.65;387.02
Set_102_234\p7.2.t.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;200.0;2;118.89607977867126;753.518;419.802
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;11.093245029449463;548.8;334.67
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;200.0;2;11.945546627044678;646.96;370.9
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;10.955772161483765;589.96;210.96
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;10.85097336769104;666.13;397.26
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;11.0350980758667;591.52;216.75
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;200.0;2;11.84542727470398;652.6;263.24
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;200.0;2;11.286268949508667;549.38;344.93
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;200.0;2;11.718061208724976;650.06;382.87
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;200.0;2;12.082394361495972;764.4;407.35
Set_102_234\p7.2.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.9;0.9;5;0.8;200.0;2;2.5495433807373047;892.0;436.05
Set_102_234\p7.2.g.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;70.0;2;3.901045322418213;199.96;108.52
Set_102_234\p7.2.g.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;70.0;2;3.658097982406616;213.43;117.3
Set_102_234\p7.2.g.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;70.0;2;3.9637115001678467;219.36;115.78
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;133.3;3;8.767415523529053;626.52;359.56
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;9.036326169967651;638.38;366.05
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;133.3;3;8.624790906906128;602.11;367.15
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;0.3151586055755615;580.0;287.4
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;133.3;3;8.697095394134521;597.41;343.72
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.8;0.9;5;0.7;133.3;3;1.8925647735595703;726.0;358.35
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;8.939584255218506;629.38;358.44
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.8;0.9;5;0.7;133.3;3;1.8239240646362305;760.0;378.47
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;133.3;3;9.051912546157837;713.56;360.56
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;9.187796831130981;636.35;365.77
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.8;0.9;5;0.7;133.3;3;1.9211485385894775;717.0;377.6
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;133.3;3;9.380475044250488;725.3;362.93
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;9.3330717086792;653.76;358.29
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.8;0.9;5;0.7;133.3;3;1.882220983505249;705.0;357.32
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GREEDY;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;0.3400909900665283;595.0;293.92
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;10;0.8;0.9;5;0.7;133.3;3;0.4623410701751709;686.0;339.32
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;133.3;3;9.204383134841919;730.77;354.29
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;8.89542818069458;652.95;365.62
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;100;0.8;0.9;5;0.7;133.3;3;1.8603312969207764;695.0;360.0
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GREEDY;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;0.3191514015197754;595.0;297.25
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;10;0.8;0.9;5;0.7;21.7;3;0.17445945739746094;360.0;194.75
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;21.7;3;3.3450214862823486;443.95;247.65
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;10.588233947753906;637.55;334.17
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;10;0.8;0.9;5;0.7;21.7;3;0.21666932106018066;360.0;169.2
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;10;0.8;0.9;5;0.7;21.7;3;0.19150304794311523;375.0;188.2
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;21.7;3;0.9906163215637207;429.2;234.8
Set_102_234\p7.3.t.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;133.3;3;11.796050548553467;677.8;384.81
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;21.7;3;5.448465824127197;440.0;220.95
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;21.7;3;0.9807965755462646;430.35;232.35
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;21.7;3;5.47845721244812;420.0;201.75
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;21.7;3;5.393682479858398;505.0;248.4
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;21.7;3;0.983945369720459;425.8;235.55
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;21.7;3;3.5553297996520996;454.35;243.5
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;9.630738258361816;470.0;234.25
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;9.97294545173645;525.0;258.3
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;1.2769908905029297;428.55;238.3
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;11.11315393447876;485.0;240.725
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;11.783129215240479;520.0;253.94
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;12.087125301361084;428.675;236.525
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;36.59739923477173;460.225;262.77
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;11.374844551086426;490.0;239.955
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;11.818177700042725;515.0;251.705
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;12.560241460800171;430.01;236.54
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;33.818875789642334;455.29;256.885
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;11.068445205688477;480.0;234.625
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;11.650996446609497;540.0;261.94
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;6.971926927566528;120.0;68.875
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;11.249558448791504;490.0;240.06
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;11.389158487319946;525.0;259.735
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;7.05531120300293;120.0;66.71
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;11.044824600219727;630.0;313.84
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;10.998395442962646;630.0;314.815
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;11.60072374343872;645.0;314.94
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;6.776598691940308;120.0;68.095
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;11.017971515655518;630.0;307.51
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;11.762793779373169;650.0;317.085
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;12.559869527816772;584.835;242.09
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;33.28155541419983;604.04;268.425
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;12.107139825820923;584.625;241.875
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;12.116231441497803;583.355;239.86
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.8;0.9;5;0.7;True;21.7;3;11.888865232467651;570.995;222.465
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.7;0.9;5;0.7;True;21.7;3;10.90087628364563;513.265;197.81
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.6;0.9;5;0.7;True;21.7;3;10.265841960906982;470.575;182.25
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;32.770018577575684;604.6;267.98
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;2;0.7;True;21.7;3;9.322731733322144;640.0;333.7
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;2;0.7;True;21.7;3;9.777953863143921;635.0;333.35
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;2;0.7;True;21.7;3;1.2398486137390137;621.45;278.9
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;2;0.7;True;21.7;3;3.7221667766571045;627.55;282.45
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;1.1903462409973145;548.45;194.15
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;3.5683860778808594;589.75;259.4
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;9.847332239151001;630.0;398.75
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;9.665427207946777;635.0;417.75
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;1.1922705173492432;545.8;190.65
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;3.574692487716675;589.25;268.45
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;33.01064491271973;645.0;409.8
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;31.65805149078369;645.0;408.15
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;23.829179286956787;630.0;409.05
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;25.258594751358032;635.0;400.25
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;1.189903736114502;547.05;349.4
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;3.539295196533203;584.2;227.7
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.8;0.9;5;0.7;True;21.7;3;9.169405698776245;625.0;220.55
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;HIGHTEST;1000;0.9;0.9;5;0.7;True;21.7;3;9.668795347213745;640.0;233.65
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;1.3701210021972656;546.25;343.7
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;HIGHTEST;1;0.9;0.9;5;0.7;True;21.7;3;3.760850429534912;588.4;229.6
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUMTEST;1000;0.8;0.9;5;0.7;True;21.7;3;9.32960844039917;640.0;326.15
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUMTEST;1000;0.9;0.9;5;0.7;True;21.7;3;10.59095048904419;630.0;320.5
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;MEDIUMTEST;1;0.9;0.9;5;0.7;True;21.7;3;1.2303369045257568;584.75;341.2
Set_66_234\p5.3.m.txt;2523461;100;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUMTEST;1;0.9;0.9;5;0.7;True;21.7;3;3.5071794986724854;608.2;285.05
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUMTEST;1000;0.8;0.9;5;0.7;True;21.7;3;10.989084243774414;645.0;332.045
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_STATIC;GRASP;MEDIUMTEST;1000;0.9;0.9;5;0.7;True;21.7;3;12.322894096374512;650.0;338.4
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;MEDIUMTEST;1;0.9;0.9;5;0.7;True;21.7;3;12.656176090240479;584.195;338.525
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC_BB;GRASP;MEDIUMTEST;1;0.8;0.9;5;0.7;True;21.7;3;12.132635593414307;569.235;351.185
Set_66_234\p5.3.m.txt;2523461;1000;1;CONSTRUCTIVE_DYNAMIC;GRASP;MEDIUMTEST;1;0.9;0.9;5;0.7;True;21.7;3;34.02026581764221;610.17;294.63
